,sents,sentiments,topics
8691,"cô giáo nhiệt tình , tận tâm với lớp , truyền đạt hay .",2,0
8692,giảng viên cần giải đáp các thắc mắc của sinh viên qua facebook hoặc email .,0,0
8693,"có thuyết trình , tạo sự sáng tạo cho sinh viên , giáo viên tận tâm .",2,0
8694,"thầy giảng kém lôi cuốn , khó nghe nên không tiếp thu được nhiều .",0,0
8695,thầy dạy hay hứng thú .,2,0
8696,phương pháp dạy cần cải thiện .,2,0
8697,giảng viên cần truyền đạt tốt hơn .,0,0
8698,"thầy có sự liên hệ giữa môn học và thực tiễn , giúp môn học gần gũi hơn và dễ tiếp thu hơn .",2,0
8699,thầy dạy dễ hiểu có tâm .,2,0
8700,nên sử dụng tài liệu bằng tiếng việt .,0,0
8701,có những câu chuyện thú vị hì hì .,2,0
8702,thầy dạy rất hay dễ hiểu và tiết học rất vui .,2,0
8703,"thầy nên gửi slide trước ngày học trên giảng đường để sinh viên tham khảo trước , chủ động hơn khi học .",0,0
8704,thầy wzjwz265 không dạy lớp em một ngày nào .,0,0
8705,"thầy nhiệt tình , tạo lối tư duy cho mỗi sinh viên .",2,0
8706,"truyền đạt chưa tốt , lan man , không mang hiệu quả cao .",0,0
8707,có nhiều bài tập củng cố .,2,0
8708,môn học cần tổng hợp các kiến thức vào đầu năm để sinh viên có thể nắm bắt theo dõi khi không may nghỉ học một buổi vì lý do chính đáng .,0,1
8709,thầy rất ít nổi nóng .,1,0
8710,giáo viên tập trung vào nội dung chính của bài .,2,0
8711,nên  tăng hiệu suất máy tính .,0,2
8712,"thầy vui vẻ , nhiệt tình , tận tâm .",2,0
8713,trang thiết bị sơ sài .,0,2
8714,"dạy khó hiểu , không tận tâm .",0,0
8715,thầy dạy nhiệt tình và đến giờ đúng thời gian quy định .,2,0
8716,"giáo viên tận dụng giờ lên lớp hiệu quả , lên lớp đúng giờ .",2,0
8717,nhưng cũng rất nóng tính .,0,0
8718,"thầy ra hiền , chăm lo sinh viên .",2,0
8719,"tận tình giúp đỡ , giải đáp cho sinh viên .",2,0
8720,giáo trình hợp lý chất lượng cao .,2,1
8721,"thầy vui vẻ , dễ tính .",2,0
8722,nên cập nhật những phần mềm mới .,0,1
8723,sử dụng nhiều slide .,0,0
8724,"phòng học , bàn ghế còn bẩn và nhiều bụi bặm .",0,2
8725,sinh viên bọn em không chỉ được thực hành những kiến thức ở lớp lý thuyết mà còn được đi sâu hơn và được biết thêm những kiến thức mới .,2,1
8726,cô dạy rất vui .,2,0
8727,mong thầy sẽ lên lớp nhiều hơn và có định hướng rõ ràng về nội dung môn học để các bạn tìm hiểu vã nắm rõ chúng .,0,0
8728,thầy ngầu quá em hơi sợ .,1,0
8729,slide không đầy đủ khó khăn khi xem lại kiến thức .,0,1
8730,đôi chỗ khó hiểu .,0,1
8731,mong nhà trường xem xét lại .,0,3
8732,thật sự để đánh giá tổng quát được chất lượng đào tạo thì có lẽ một sinh viên phải học qua nhiều giáo viên mới có cái nhìn tổng quát về cách giảng dạy và chất lượng .,0,1
8733,em muốn có thời gian tiếp xúc và học hỏi thầy nhiều hơn nhưng do thầy ít lên lớp nên không có cơ hội .,0,0
8734,"cô dạy nhiệt tình , dễ hiểu , nhiều ví dụ thức tế .",2,0
8735,có tâm .,2,0
8736,"thầy không thông báo khi nào nghỉ khi nào học , để học sinh phải lên trường chờ mấy tiếng đồng hồ rồi đi về , thầy cũng không lên lớp .",0,0
8737,"dễ hiểu , các ví dụ về bài toán hợp lý và cách dạy ngắn gọn xúc tích .",2,0
8738,deadline quá nhiều và khoảng cách giữa các bài deadline quá gần .,0,1
8739,mong ý kiến của em sẽ được xem xét .,0,3
8740,biết cách phân bố thời gian .,2,0
8741,"giảng dạy lý thuyết quá nhiều và rất rất ít bài tập vận dụng để hiểu được bài hôm đó , thiêng về chứng minh định lý định luật quá nhiều mà không đi vào bài tập , cho bài tập thì quá khó để hiểu được vấn đề , cuối cùng lại không biết gì .",0,0
8742,"thầy thường xuyên cho làm bài tập trên lớp để điểm danh , đồng thời ôn lại bài học trong buổi học .",2,0
8743,"cách giảng dạy phải hiệu quả hơn , lớp học rất uể oải và nặng nề , khó tiếp thu bài .",0,0
8744,các dùng từ ngữ của giảng viên có hơi khó hiểu nên thỉnh thoảng giảng bài làm sinh viên bối rối và không hiểu được nội dung bài học .,0,1
8745,cần sắp xếp phòng học cho phù hợp với số lượng sinh viên để sinh viên tiếp thu tốt hơn .,0,2
8746,ra đề khó .,0,1
8747,bài giảng sống động .,2,1
8748,không cho học sinh hiểu sâu vấn đề .,0,0
8749,nhiệt tình giảng dạy thêm giờ .,2,0
8750,"giảng khó hiểu quá , xen lẫn tiếng anh và tiếng việt .",0,0
8751,"câu em nghe nhiều nhất ở môn này là doubledot bài trên courses đó , kéo về làm đi , có gì không hiểu thì hỏi , em cũng làm đầy đủ , không cần hỏi nhiều vì trên mạng có hết , nhưng mà học xong môn thực hành , em không rõ nó có mục đích gì .",0,0
8752,hay bận công việc đột xuất .,0,0
8753,cho nghỉ không thông báo .,0,0
8754,cô hay trao đổi với lớp .,0,0
8755,"thầy dạy rất hay , thiết thực .",2,0
8756,tránh lãng phí thời gian làm bài cũng như học tập .,0,1
8757,giảng viên dạy khá nhanh .,0,0
8758,giảng viên lên lớp đầy đủ và đúng giờ .,2,0
8759,phong thái .,1,0
8760,"dạy chi tiết , giải bài tập đầy đủ , dễ hiểu .",2,0
8761,"rút kinh nghiệm về sau , em sẽ ở nhà code bài cờ tướng và đọc slide và không cần lên lớp quá chuyên cần nữa .",0,1
8762,"em cảm thấy nếu có lộ trình để áp dụng phương pháp này một cách cụ thể thì nên áp dụng , còn không thì cứ theo phương pháp truyền thống đi ạ !",0,1
8763,"rất mong nhà trường nâng cấp phòng máy máy mở lên rất lâu , màn hình bị nháy , con chuột bị đơ , bàn phím rít , nên cài visual cao hơn visual 2005 để sinh viên dễ thực hành .",0,2
8764,thầy cô cần cho nhiều bài tập sát với đề thi hơn .,0,0
8765,cô luôn cho lớp làm bài tập để tránh lãng phí thời gian .,2,0
8766,tính chất môn học là code trực tiếp trên phần mềm dreamweaver và code sửa đi sửa lại để làm cho sinh viên hiểu .,0,1
8767,phòng học có số lượng sinh viên quá đông .,0,1
8768,"rất thích cách dạy của thầy , thầy rất nhiệt tình , tận tâm và rất vui tính .",2,0
8769,không gặp sinh viên đủ 3 buổi học thực hành .,0,0
8770,thầy luôn giới thiệu những công nghệ mới cho chúng em .,2,0
8771,nhiều nội dung thầy còn dạy hơi nhanh .,0,0
8772,tăng độ khó lên quá nhanh .,0,1
8773,"truyền đạt không được tốt , buồn ngủ , hàn lâm .",0,0
8774,kiến thức học được còn mơ màng .,0,0
8775,"cô dạy nhiệt tình , dạy kỹ .",2,0
8776,"em mong muốn cô tương tác với sinh viên nhiều hơn qua moodle ( post tài liệu tham khảo thêm , post ghi chú về bài giảng và các lưu ý trên lớp và cập nhật điểm số bài tập nhanh hơn ) .",0,0
8777,"đôi khi đến lớp muộn , giọng nói còn nhỏ .",0,0
8778,truyền đạt hơi nhanh .,0,0
8779,giảng viên cần cung cấp rõ tài liệu thi lý thuyết bộ môn patin .,0,0
8780,"hỗ trợ thêm cơ sở vật chất , thiết bị thực tế .",0,2
8781,nâng cao hơn nữa công tác giảng dạy .,0,1
8782,giảng viên tận tâm và vui tính .,2,0
8783,nhiệt tình và có tinh thần trách nhiệm cao .,2,0
8784,giảng viên có kiến thức chuyên sâu vê môn học .,2,0
8785,1 chỉ thực hành chỉ còn ý nghĩa tượng trưng .,0,1
8786,tăng cường speaking .,0,1
8787,rất quan tâm đến sinh viên .,2,0
8788,"giảng viên vô cùng tận tâm , hết mình vì sinh viên .",2,0
8789,hội thảo nhiều hơn .,0,3
8790,thầy cho làm quá nhiều bài báo cáo trong khi môn này có 2 chỉ .,0,0
8791,thầy làm biếng quá .,0,0
8792,"nhưng sẽ chẳng ai học nổi , nhưng một bài dạy trong một tiết thì điều đó cực kỳ tốt , để sinh viên không mất quá nhiều thì giờ cũng như giảng viên .",0,1
8793,"tất cả lựa chọn của em dành cho thầy ở mức 4 , rất tốt , rất hoàn hảo .",2,0
8794,"có nhiều vấn đề giải thích không rõ ràng , khó hiểu .",0,0
8795,"thầy đảm bảo giờ lên lớp , quá trình giảng dạy trên lớp hiệu quả .",2,0
8796,thầy không sử dụng máy chiếu nên thơi gian giảng dạy của môn học dài hơn bình thường dẫn đến việc cho ra trễ .,0,0
8797,"không cập nhật tin tức trên moodle , không mở diễn đàn trao đổi .",0,1
8798,thầy giảng bài và sửa bài tập rất cẩn thận .,2,0
8799,"sử dụng giờ lên lớp không hiệu quả do đó không tập trung dạy bài kỹ lưỡng , khả năng truyền đạt không tốt .",0,0
8800,"thầy dạy chậm , nhưng dễ hiểu , học sinh dễ nắm bắt chương trình học , biết được hướng căn bản để làm bài .",2,0
8801,cách giảng dạy chưa thực sự gây hứng thú cho sinh viên .,0,0
8802,thiết bị giảng dạy chưa tốt lắm .,0,2
8803,"đặt biệt là bài proxy lab chỉ cung cấp code đã làm ( một bản của 1 sinh viên , một bản lấy trên mạng ) nhưng không cung cấp code đề bài để sinh viên làm .",0,0
8804,nghiêm khắc .,2,0
8805,"không vào đúng môn học , còn quá mông lung .",0,1
8806,lượng kiến thức truyền tải cho học sinh đầy đủ .,2,1
8807,trình bày hay .,2,0
8808,"giảng viên dạy dễ hiểu , bài tập được giải chi tiết , kỹ càng , dễ hiểu , giảng viên nhiệt tình , hài hước .",2,0
8809,"cô dạy rất nhiệt tình , cám ơn cô .",2,0
8810,"cô rất tâm huyết , không chỉ dạy kiến thức anh văn mà còn rút ra những bài học kinh nghiệm từ bài giảng .",2,0
8811,"nhiệt tình , tận tâm , hài hước , famous name .",2,0
8812,cách nói chuyện .,1,0
8813,"thầy dạy hay , vui tính .",2,0
8814,thầy cho rất nhiều bài tập đảm bảo lượng kiến thức đủ cho sinh viên giảng dạy rất nhiệt tình .,2,0
8815,"cô đi dạy đúng giờ , dạy cho sinh viên kỹ năng trình bày bài , dạy kỹ .",2,0
8816,"hướng dẫn tích cực , nhiệt tình .",2,0
8817,giảng viên tận tình với sinh viên chỉ bảo dễ hiểu !,2,0
8818,giảng viên không dùng hệ thống courses nên hơi khó để học sinh xem lại bài cũ .,0,0
8819,thầy rất vui tính và rất thật !,2,0
8820,"tất cả kiến thức đều hướng dẫn tận tình cho sinh viên , không tạo áp lực môn học , điểm số công bằng , vô tư .",2,0
8821,không có ý kiến không hài lòng về thầy .,1,0
8822,cung cấp đầy đủ thông tin bài học .,2,0
8823,thầy rất nhiệt tình với sinh viên .,2,0
8824,có nhiều ví dụ thực tế hơn .,0,0
8825,"không nói rõ nội dung nộp đồ án cuối kỳ là gì , cũng không nói rõ phải in báo cáo và ghi nội dung đồ án vào đĩa dvd trước ngày nộp .",0,0
8826,"tận tình , cung cấp đầy đủ kiến thức .",2,0
8827,tận tâm chỉ dạy .,2,0
8828,thầy vui tính và tận tâm .,2,0
8829,cách thầy truyền đạt cực hay !,2,0
8830,"tiếp cận với kiến thức thực tế , nâng cao khả năng tự học , nghiên cứu .",2,1
8831,yêu cầu quá cao về quá trình làm đồ án .,0,1
8832,nâng cao chất lượng thực thành .,0,2
8833,nên tăng thời lượng học các kỹ năng này .,0,1
8834,thầy vui tính .,2,0
8835,chúng em phải thuyết trình nhiều nhưng chưa có tổng hợp kiến thức sau buổi học .,0,1
8836,quy mô dự án quá lớn mà phải thực hiện trong một thời gian ngắn và việc quản lý một dự án đó cho cả lớp không chỉ đơn giản trong một học kỳ .,0,1
8837,cô giảng rất dễ hiểu .,2,0
8838,"giảng dạy nhiệt tình , dễ hiểu , luôn khuyến khích sinh viên học tập tốt , sử dụng hiểu quả giờ lên lớp .",2,0
8839,"thầy có tâm và rất tận tình , rõ ràng trong các thông báo .",2,0
8840,"giảng viên giảng dễ hiểu , nhiệt tình giúp đỡ .",2,0
8841,"cô nhiệt tình , cố gắng giúp đỡ học sinh .",2,0
8842,"tạo điều kiện cho học sinh chủ động , thích nhất cách thầy cho làm việc teamwork .",2,0
8843,hay cho chơi các game show để cải thiện kỹ năng nói tiếng anh .,2,0
8844,thầy dạy không chu đáo .,0,0
8845,bài tập đa dạng .,2,1
8846,không học được gì từ hình thức thực hành 2 này nên bỏ hình thức thực hành này .,0,1
8847,"cô giảng bài không truyền cảm hứng cho sinh viên , cũng như cô không quản được lớp trong giờ seminar như vậy làm cho mục đích cho lớp seminar không đạt chất lượng .",0,0
8848,"thầy giảng rất hay , làm sinh viên khá hứng thú .",2,0
